metric_name,timestamp,metric_value,check,error,error_code,expected_response,group,method,name,proto,scenario,service,status,subproto,tls_version,url,extra_tags,metadata
http_req_waiting,1730305280,12.010208,,,,true,,POST,http://finance:9501/transaction,HTTP/1.1,default,,200,,,http://finance:9501/transaction,,
http_req_receiving,1730305280,0.139750,,,,true,,POST,http://finance:9501/transaction,HTTP/1.1,default,,200,,,http://finance:9501/transaction,,
http_req_failed,1730305280,0.000000,,,,true,,POST,http://finance:9501/transaction,HTTP/1.1,default,,200,,,http://finance:9501/transaction,,
checks,1730305280,1.000000,sake status is 200,,,,,,,,default,,,,,,,
vus,1730305281,1.000000,,,,,,,,,,,,,,,,
vus_max,1730305281,1.000000,,,,,,,,,,,,,,,,
http_reqs,1730305281,1.000000,,,,true,,POST,http://finance:9501/transfer,HTTP/1.1,default,,200,,,http://finance:9501/transfer,,
http_req_duration,1730305281,18.627750,,,,true,,POST,http://finance:9501/transfer,HTTP/1.1,default,,200,,,http://finance:9501/transfer,,
http_req_blocked,1730305281,0.045833,,,,true,,POST,http://finance:9501/transfer,HTTP/1.1,default,,200,,,http://finance:9501/transfer,,
http_req_connecting,1730305281,0.000000,,,,true,,POST,http://finance:9501/transfer,HTTP/1.1,default,,200,,,http://finance:9501/transfer,,
http_req_tls_handshaking,1730305281,0.000000,,,,true,,POST,http://finance:9501/transfer,HTTP/1.1,default,,200,,,http://finance:9501/transfer,,
http_req_sending,1730305281,0.367708,,,,true,,POST,http://finance:9501/transfer,HTTP/1.1,default,,200,,,http://finance:9501/transfer,,
http_req_waiting,1730305281,18.090334,,,,true,,POST,http://finance:9501/transfer,HTTP/1.1,default,,200,,,http://finance:9501/transfer,,
http_req_receiving,1730305281,0.169708,,,,true,,POST,http://finance:9501/transfer,HTTP/1.1,default,,200,,,http://finance:9501/transfer,,
http_req_failed,1730305281,0.000000,,,,true,,POST,http://finance:9501/transfer,HTTP/1.1,default,,200,,,http://finance:9501/transfer,,
checks,1730305281,1.000000,transfer status is 200,,,,,,,,default,,,,,,,
vus,1730305282,1.000000,,,,,,,,,,,,,,,,
vus_max,1730305282,1.000000,,,,,,,,,,,,,,,,
data_sent,1730305282,799.000000,,,,,,,,,default,,,,,,,
data_received,1730305282,2102.000000,,,,,,,,,default,,,,,,,
iteration_duration,1730305282,3049.601793,,,,,,,,,default,,,,,,,
iterations,1730305282,1.000000,,,,,,,,,default,,,,,,,
